Married,Credit.Guidelines,Other.Obligations. As.Percent. Of. Income,Non-Hispanic White,Non-Hispanic Black,Hispanic,Male,Approved,Present Loan to Value
1,1,20.00%,1,0,0,1,1,70.10%
0,1,30.40%,1,0,0,1,1,65.20%
1,1,35.10%,1,0,0,1,1,90.20%
1,1,19.00%,1,0,0,1,1,87.20%
1,1,29.00%,1,0,0,1,1,100.00%
0,1,36.00%,1,0,0,1,1,80.10%
0,1,28.00%,1,0,0,1,1,79.60%
1,1,37.00%,1,0,0,1,1,76.60%
1,1,36.00%,1,0,0,1,1,95.20%
1,1,45.00%,1,0,0,1,1,54.50%
1,1,39.00%,1,0,0,1,1,80.20%
1,1,27.00%,1,0,0,1,1,70.30%
0,1,39.40%,1,0,0,1,1,74.40%
0,0,43.00%,1,0,0,1,0,75.20%
0,1,25.00%,1,0,0,0,1,58.80%
1,1,0.00%,1,0,0,1,1,62.90%
1,1,23.00%,1,0,0,1,0,74.50%
1,1,29.20%,1,0,1,1,1,90.20%
1,1,26.30%,1,0,1,1,1,90.00%
0,1,12.00%,1,0,0,0,1,100.00%
1,1,42.50%,1,0,1,1,1,80.00%
1,1,40.00%,1,0,0,1,1,80.50%
1,1,45.00%,1,0,0,1,1,80.30%
0,1,37.00%,1,0,0,1,1,71.30%
1,1,35.80%,1,0,0,1,1,68.80%
0,1,28.00%,1,0,0,0,1,79.50%
1,1,29.00%,1,0,0,1,1,78.50%
1,1,22.00%,0,1,0,1,1,80.10%
1,1,17.50%,1,0,0,1,1,75.30%
1,1,36.00%,1,0,0,1,1,59.20%
0,0,42.00%,1,0,0,1,0,89.50%
0,1,31.00%,1,0,0,0,1,95.30%
0,1,41.00%,1,0,0,0,1,125.00%
1,1,22.00%,1,0,0,1,1,64.80%
0,1,37.50%,1,0,0,0,1,80.30%
1,1,32.40%,1,0,0,1,1,76.90%
1,1,25.00%,1,0,0,1,1,74.10%
1,1,32.00%,1,0,0,1,1,95.60%
1,1,49.00%,1,0,0,1,1,20.40%
1,1,40.00%,1,0,0,1,1,64.00%
0,1,17.30%,1,0,0,0,1,37.50%
0,1,35.00%,1,0,0,0,1,95.20%
1,1,15.00%,1,0,0,1,1,67.80%
0,1,41.00%,1,0,0,1,1,72.40%
1,1,43.00%,1,0,0,1,1,75.10%
1,1,32.80%,1,0,0,1,1,90.00%
0,1,27.00%,1,0,0,1,1,80.30%
0,1,14.40%,1,0,0,1,1,80.00%
1,1,37.40%,1,0,0,1,1,56.50%
0,1,35.00%,1,0,0,1,1,79.80%
1,1,35.00%,1,0,0,1,1,64.00%
1,1,39.00%,1,0,0,1,1,80.00%
1,1,14.00%,1,0,0,1,1,100.00%
1,1,34.00%,1,0,0,1,1,40.50%
0,1,40.50%,1,0,0,1,1,80.00%
0,1,37.60%,1,0,0,0,1,80.00%
1,1,34.90%,1,0,0,1,1,27.80%
1,1,36.00%,1,0,0,1,1,64.90%
0,1,25.00%,1,0,0,1,1,75.30%
0,1,30.00%,1,0,0,0,1,59.20%
1,1,27.00%,1,0,0,1,0,80.00%
0,1,30.00%,1,0,0,1,1,100.00%
1,1,39.00%,1,0,0,1,1,91.30%
0,1,36.00%,1,0,0,1,1,91.70%
1,1,28.70%,1,0,0,1,1,94.90%
1,1,35.00%,1,0,0,1,1,69.30%
0,1,24.10%,1,0,0,0,1,40.00%
1,0,37.00%,1,0,0,1,0,79.60%
1,1,30.00%,1,0,0,1,1,80.00%
1,1,30.10%,1,0,1,1,1,80.00%
1,1,35.00%,1,0,0,1,1,80.00%
1,1,46.50%,1,0,0,1,1,73.10%
0,1,18.00%,1,0,0,1,1,69.60%
1,1,29.00%,1,0,0,1,1,76.00%
1,1,24.00%,1,0,0,1,1,70.20%
0,1,33.00%,1,0,0,0,1,80.00%
0,1,26.60%,1,0,0,0,1,79.80%
0,1,30.00%,1,0,0,0,0,80.00%
0,1,37.00%,0,1,0,0,1,90.00%
0,1,26.60%,1,0,0,1,1,56.10%
0,0,31.00%,1,0,0,0,0,71.90%
0,1,40.10%,0,1,0,0,1,88.10%
0,1,39.00%,1,0,0,1,1,91.40%
0,1,30.00%,1,0,0,1,1,73.50%
1,1,30.00%,1,0,0,1,1,94.40%
0,1,35.00%,0,1,0,1,1,90.10%
1,1,30.00%,1,0,0,1,1,67.90%
1,1,28.00%,1,0,0,1,1,80.00%
1,1,25.00%,1,0,0,1,1,71.80%
1,1,40.00%,0,1,0,1,1,90.40%
1,1,33.00%,1,0,0,1,1,90.40%
1,1,35.00%,1,0,0,1,1,88.70%
0,1,35.00%,1,0,0,1,1,50.90%
1,1,33.00%,1,0,0,1,1,90.00%
1,1,36.00%,1,0,0,1,1,80.00%
0,1,40.00%,1,0,0,1,1,55.60%
1,1,38.00%,1,0,0,1,1,75.00%
0,1,40.00%,1,0,0,1,1,67.80%
1,1,24.00%,1,0,0,1,1,70.40%
1,1,33.60%,1,0,0,1,1,80.00%
1,1,20.00%,1,0,0,1,1,46.40%
0,0,63.00%,0,1,0,0,0,78.90%
0,1,24.00%,0,1,0,0,1,80.00%
0,1,37.00%,1,0,0,1,1,89.70%
1,1,30.00%,1,0,0,1,1,100.00%
1,1,31.60%,0,1,0,1,1,89.60%
1,1,31.00%,1,0,1,1,1,90.00%
0,1,30.90%,1,0,0,0,1,90.00%
0,1,36.20%,1,0,0,1,1,94.80%
1,1,38.00%,1,0,0,1,1,80.00%
1,0,32.00%,1,0,0,1,0,79.60%
0,0,48.00%,0,1,0,0,0,89.60%
1,0,31.60%,1,0,0,1,0,80.40%
1,1,30.00%,1,0,0,1,1,87.10%
0,1,30.00%,1,0,0,1,1,64.70%
1,1,28.00%,1,0,0,1,1,80.30%
1,1,35.30%,1,0,0,1,1,79.70%
1,1,33.00%,0,1,0,1,1,42.30%
0,1,12.00%,1,0,0,1,1,62.20%
0,1,29.60%,1,0,0,0,1,59.30%
0,1,49.00%,1,0,1,1,1,74.70%
0,1,25.30%,1,0,0,1,1,63.20%
0,1,39.00%,1,0,0,1,0,79.80%
1,1,23.00%,1,0,0,1,1,59.30%
0,1,29.00%,1,0,0,0,1,80.30%
0,1,35.00%,0,1,0,0,0,90.20%
1,1,32.00%,1,0,0,1,1,94.80%
0,1,36.00%,1,0,1,1,1,80.00%
1,1,36.00%,1,0,0,1,1,92.80%
0,1,35.20%,1,0,0,0,1,89.10%
1,1,24.20%,1,0,0,1,1,19.70%
0,1,37.00%,1,0,0,1,1,80.00%
1,1,37.30%,1,0,0,1,1,89.80%
1,1,29.00%,1,0,0,1,1,90.00%
0,1,38.00%,0,1,0,0,1,60.50%
1,1,37.00%,1,0,0,0,1,80.00%
1,1,32.00%,1,0,0,1,1,75.20%
1,1,36.00%,1,0,1,1,1,73.00%
0,1,33.10%,1,0,0,0,1,74.60%
1,0,50.50%,1,0,0,1,0,64.10%
0,0,42.50%,0,1,0,1,0,95.10%
1,0,18.00%,0,1,0,1,0,80.00%
0,1,22.00%,1,0,0,0,1,70.50%
1,1,38.10%,1,0,0,1,1,32.00%
0,1,23.00%,1,0,0,0,1,95.30%
0,0,34.00%,0,1,0,0,0,88.00%
1,1,24.00%,1,0,0,1,1,51.10%
0,1,32.00%,1,0,0,1,1,110.50%
1,1,26.40%,0,1,0,1,1,44.70%
1,1,15.00%,1,0,0,1,1,68.90%
1,1,33.00%,1,0,0,1,1,73.30%
1,1,38.00%,1,0,0,1,1,79.90%
1,0,54.00%,1,0,0,1,0,95.60%
0,1,30.20%,1,0,0,1,1,79.50%
0,1,24.00%,1,0,0,0,1,11.00%
0,1,27.80%,1,0,0,1,1,60.00%
1,1,32.00%,1,0,0,1,1,78.00%
0,1,34.70%,1,0,0,1,1,72.40%
1,1,34.00%,0,1,0,1,1,78.30%
1,0,53.90%,1,0,1,0,0,94.90%
1,1,29.00%,1,0,0,1,1,72.50%
0,1,24.00%,1,0,0,0,1,27.40%
1,1,15.00%,1,0,0,1,1,74.50%
1,0,25.00%,1,0,0,1,0,89.70%
1,1,40.00%,1,0,0,1,1,87.70%
0,1,49.00%,1,0,0,0,0,100.00%
1,1,47.00%,1,0,0,1,0,90.20%
1,1,27.00%,1,0,0,1,1,80.10%
1,1,28.00%,1,0,0,1,1,78.90%
1,1,30.30%,1,0,0,1,1,90.30%
1,0,57.60%,0,1,0,1,0,89.90%
1,1,36.00%,1,0,0,1,1,95.20%
1,1,31.90%,1,0,0,1,1,95.20%
1,1,30.20%,1,0,0,1,1,78.40%
1,1,30.10%,1,0,0,1,1,87.70%
0,1,33.00%,1,0,0,0,1,80.10%
0,1,35.00%,1,0,0,0,1,80.00%
1,1,37.00%,1,0,0,1,1,80.00%
0,1,29.90%,1,0,0,0,1,79.00%
1,0,40.00%,0,1,0,1,1,89.80%
1,1,34.00%,1,0,0,1,1,72.40%
0,0,30.00%,0,1,0,0,0,76.90%
1,1,34.00%,1,0,0,1,1,52.60%
1,1,31.00%,1,0,1,1,1,85.80%
1,1,26.00%,1,0,0,1,1,79.80%
1,1,32.00%,1,0,0,1,1,62.50%
1,0,18.00%,1,0,0,1,0,78.60%
1,1,36.00%,1,0,0,1,1,75.70%
1,1,41.00%,1,0,0,1,1,80.00%
1,1,25.00%,1,0,1,1,1,100.00%
1,1,36.00%,0,1,0,1,1,80.10%
0,1,25.00%,0,1,0,0,1,80.20%
1,1,30.90%,1,0,0,1,1,80.10%
1,1,38.00%,1,0,0,1,1,59.20%
0,1,29.70%,1,0,0,1,1,63.20%
1,1,21.00%,1,0,0,1,1,55.60%
1,1,33.00%,1,0,0,1,1,85.20%
0,1,27.50%,1,0,0,0,1,90.00%
1,1,38.00%,1,0,0,1,1,80.00%
1,1,23.00%,1,0,0,1,1,80.00%
0,1,26.40%,1,0,0,1,1,40.00%
0,1,34.00%,1,0,0,0,1,27.30%
1,1,27.00%,1,0,0,1,1,80.00%
0,0,18.00%,1,0,0,1,0,100.00%
1,1,21.00%,1,0,0,1,1,28.90%
0,1,35.50%,1,0,0,0,1,69.00%
1,1,38.00%,1,0,0,0,1,80.00%
1,0,44.00%,0,1,0,1,0,89.90%
0,1,31.00%,1,0,0,1,1,80.70%
1,1,24.60%,1,0,0,1,1,32.10%
0,1,36.50%,1,0,0,1,1,100.00%
1,1,36.00%,1,0,0,1,1,79.90%
1,1,22.00%,1,0,0,1,1,61.70%
0,1,33.00%,1,0,0,0,1,100.00%
0,1,29.00%,1,0,0,1,1,33.30%
1,1,28.00%,1,0,0,1,1,84.90%
1,1,27.00%,1,0,0,1,1,95.10%
1,1,31.20%,1,0,0,1,1,63.20%
1,1,37.00%,1,0,0,1,1,114.10%
1,1,34.00%,1,0,0,1,1,76.30%
1,1,26.00%,1,0,0,0,1,79.70%
0,1,19.00%,1,0,0,1,1,62.50%
0,0,58.40%,1,0,0,1,0,75.50%
1,1,28.00%,1,0,0,0,1,74.80%
1,1,31.80%,1,0,0,1,1,31.60%
1,1,27.00%,1,0,0,1,1,95.20%
0,0,21.00%,1,0,0,1,0,70.60%
1,1,28.00%,1,0,0,1,1,33.90%
1,1,36.00%,1,0,0,1,1,73.90%
0,1,26.00%,1,0,0,1,1,80.00%
1,1,34.80%,1,0,0,0,1,75.00%
0,1,23.60%,1,0,0,1,1,79.60%
1,1,31.00%,1,0,0,1,1,97.30%
0,1,40.00%,1,0,0,1,1,57.90%
1,1,15.00%,1,0,0,0,1,69.80%
1,1,32.00%,1,0,1,1,1,94.40%
0,1,25.00%,1,0,0,1,1,69.20%
0,1,21.00%,1,0,0,1,1,100.00%
0,1,31.00%,1,0,0,0,1,75.00%
1,1,34.00%,1,0,0,1,1,55.30%
1,1,38.00%,0,1,0,1,1,90.00%
0,1,33.80%,0,1,0,1,1,90.20%
1,1,31.00%,1,0,0,1,1,69.80%
1,1,36.00%,1,0,0,1,1,54.70%
0,1,35.70%,1,0,0,1,1,80.00%
0,1,11.00%,1,0,0,1,1,35.80%
1,1,34.00%,1,0,0,1,1,80.00%
1,1,24.90%,1,0,0,1,1,23.70%
0,0,47.20%,1,0,0,1,0,87.00%
1,1,34.00%,1,0,0,1,1,94.90%
1,1,42.00%,1,0,0,1,1,75.10%
1,1,22.00%,1,0,0,1,1,65.30%
1,1,37.00%,1,0,0,1,1,80.20%
1,1,35.50%,1,0,0,1,1,95.10%
1,1,35.30%,1,0,0,1,1,100.00%
1,1,27.70%,1,0,0,1,1,65.20%
1,1,17.50%,1,0,0,1,1,82.10%
1,1,37.00%,1,0,1,1,1,95.70%
1,1,24.00%,1,0,0,1,0,75.30%
1,1,41.00%,1,0,0,1,1,71.40%
1,1,37.30%,1,0,0,1,1,80.00%
1,1,38.00%,1,0,0,1,1,48.10%
0,1,33.30%,1,0,0,1,1,79.90%
1,1,31.00%,0,1,0,1,0,95.30%
0,1,33.00%,0,1,0,1,1,95.20%
1,0,33.50%,0,1,0,0,0,100.00%
1,0,45.00%,0,1,0,1,0,90.90%
0,0,39.00%,0,1,0,1,0,95.00%
0,1,38.00%,1,0,0,0,0,90.00%
1,0,47.00%,0,1,0,1,0,95.40%
1,1,33.20%,1,0,0,1,1,40.00%
1,0,38.00%,1,0,0,1,1,90.30%
1,0,36.00%,1,0,0,1,1,75.00%
1,0,29.00%,1,0,0,1,1,65.30%
1,1,29.80%,1,0,0,0,1,20.00%
1,1,38.20%,1,0,0,1,1,79.70%
0,1,38.40%,1,0,0,1,1,80.00%
1,1,36.00%,1,0,0,1,1,72.30%
1,1,34.50%,1,0,0,1,1,90.10%
1,1,31.40%,1,0,0,1,1,95.30%
0,1,35.90%,0,1,0,1,1,59.10%
1,1,19.00%,1,0,0,1,1,108.00%
1,1,36.30%,0,1,0,1,1,79.70%
1,1,28.00%,1,0,0,1,1,77.60%
1,1,11.00%,1,0,0,1,1,79.10%
0,1,27.60%,1,0,0,0,1,80.00%
1,1,27.00%,1,0,0,1,1,85.30%
1,1,35.00%,1,0,0,1,1,89.80%
1,1,26.00%,1,0,0,0,1,70.80%
1,1,37.00%,1,0,0,1,1,90.30%
1,1,34.00%,1,0,0,1,0,86.50%
1,1,29.00%,1,0,0,1,1,90.00%
0,1,26.00%,0,1,0,1,1,89.10%
1,1,20.00%,1,0,0,1,1,41.50%
0,1,31.00%,1,0,0,1,1,79.80%
0,1,38.00%,0,1,0,1,1,80.00%
1,1,31.00%,1,0,0,1,1,66.70%
1,1,33.00%,1,0,0,1,1,75.90%
1,1,29.60%,1,0,0,1,1,54.20%
1,1,28.70%,1,0,1,0,1,90.00%
0,1,33.00%,1,0,0,0,1,72.80%
1,1,28.00%,1,0,0,1,1,60.40%
1,1,37.00%,1,0,0,1,1,78.60%
1,1,38.00%,1,0,0,1,1,79.80%
1,1,35.50%,0,1,0,1,1,90.00%
0,1,56.00%,1,0,0,0,1,80.00%
0,1,36.00%,1,0,0,0,1,65.00%
1,1,34.00%,1,0,0,1,1,80.00%
0,1,17.00%,1,0,0,1,1,80.00%
0,1,32.00%,1,0,0,0,1,89.40%
1,1,37.00%,1,0,0,1,1,95.00%
1,1,36.00%,1,0,0,0,1,94.40%
0,1,35.30%,1,0,0,0,1,89.80%
0,1,30.00%,1,0,0,0,1,68.70%
1,1,33.50%,1,0,0,1,1,90.30%
0,1,35.00%,1,0,0,0,1,90.00%
0,0,32.00%,0,1,0,1,0,79.70%
0,1,25.40%,1,0,0,1,1,67.60%
1,0,25.00%,1,0,0,1,0,79.80%
0,0,37.90%,1,0,0,0,1,90.40%
0,1,33.00%,1,0,0,1,1,59.50%
1,1,27.00%,1,0,0,1,1,43.70%
0,1,34.00%,0,1,0,1,1,90.00%
1,0,31.00%,1,0,0,1,0,100.00%
1,1,19.00%,1,0,0,0,1,80.30%
1,1,37.70%,1,0,0,0,1,80.30%
1,1,24.00%,1,0,0,1,1,63.00%
0,1,32.00%,1,0,0,0,1,89.90%
1,1,34.00%,1,0,0,1,0,61.10%
0,1,39.00%,1,0,0,1,1,80.70%
1,1,30.40%,1,0,0,1,1,47.30%
1,1,30.00%,1,0,0,0,1,20.00%
1,1,30.00%,1,0,0,1,1,42.40%
1,1,44.00%,0,1,0,1,1,95.20%
1,1,26.00%,1,0,0,1,1,59.40%
1,1,36.20%,1,0,0,1,1,90.20%
1,1,38.00%,1,0,0,1,1,87.60%
1,1,28.00%,1,0,0,1,1,46.70%
1,1,28.60%,1,0,0,1,1,80.20%
1,1,32.00%,1,0,0,1,1,79.70%
1,0,42.00%,1,0,1,1,0,89.70%
1,1,39.00%,1,0,1,1,1,52.40%
1,1,37.00%,1,0,0,1,1,23.80%
1,1,27.60%,1,0,0,1,1,100.00%
0,1,39.00%,1,0,0,0,1,62.50%
0,1,44.00%,1,0,0,0,1,65.00%
1,1,36.00%,1,0,0,1,1,74.00%
0,1,21.00%,1,0,0,1,1,95.30%
1,1,35.00%,1,0,0,1,1,94.50%
1,1,30.00%,1,0,0,1,1,90.30%
1,1,23.00%,1,0,0,1,1,70.10%
1,1,22.00%,1,0,0,1,1,46.30%
1,1,32.00%,1,0,0,1,1,71.00%
1,0,38.80%,1,0,0,1,0,94.30%
1,1,18.00%,1,0,0,1,1,79.60%
1,1,37.30%,1,0,0,1,1,75.00%
1,1,31.40%,1,0,0,1,0,86.40%
0,1,34.40%,1,0,0,0,1,70.00%
1,1,31.00%,1,0,0,1,1,80.40%
1,1,40.00%,1,0,0,1,1,90.40%
1,1,33.00%,1,0,0,1,1,79.50%
0,1,34.00%,1,0,0,0,1,80.20%
1,1,37.00%,1,0,0,1,1,79.70%
0,1,44.00%,1,0,0,1,1,80.10%
1,1,30.00%,1,0,0,1,1,90.00%
1,1,15.00%,1,0,1,1,0,80.00%
1,1,35.00%,1,0,0,1,1,92.80%
1,1,31.10%,1,0,0,1,1,90.30%
0,0,31.30%,0,1,0,1,0,85.10%
1,1,8.00%,1,0,0,1,1,100.00%
1,1,32.20%,1,0,0,1,1,75.80%
0,1,28.00%,1,0,0,0,1,22.40%
0,1,26.50%,1,0,0,1,1,92.20%
0,1,38.00%,1,0,0,0,1,68.80%
1,0,46.00%,1,0,0,1,0,80.00%
1,1,41.90%,1,0,0,0,1,79.50%
0,1,20.00%,0,1,0,1,1,90.20%
0,1,36.00%,1,0,0,1,1,79.70%
1,1,32.00%,1,0,0,1,1,65.30%
0,1,59.00%,1,0,1,1,0,80.60%
1,1,42.70%,0,1,0,1,1,80.00%
1,1,34.00%,1,0,0,0,1,87.90%
1,1,24.80%,1,0,0,0,1,89.90%
0,1,37.90%,0,1,0,1,1,73.80%
1,1,27.80%,1,0,0,1,1,80.00%
1,1,32.00%,1,0,0,1,1,80.20%
1,1,40.00%,1,0,0,0,1,92.50%
1,1,35.00%,1,0,0,1,1,83.90%
1,1,29.00%,1,0,0,1,1,66.50%
0,1,37.00%,1,0,0,0,0,90.00%
1,1,29.00%,1,0,0,1,1,94.60%
0,1,19.00%,1,0,1,1,1,80.30%
0,1,24.00%,1,0,0,0,1,90.20%
1,1,29.00%,1,0,0,0,1,86.00%
0,1,31.10%,1,0,0,1,1,80.30%
1,1,31.90%,1,0,0,1,1,80.10%
0,1,31.00%,1,0,0,1,1,76.90%
1,1,31.00%,1,0,0,1,1,94.90%
1,1,32.00%,1,0,0,1,1,54.70%
1,1,21.00%,1,0,0,1,1,63.60%
1,1,24.70%,1,0,0,1,1,79.90%
1,1,32.00%,1,0,0,1,1,97.10%
1,1,29.00%,1,0,0,1,1,89.40%
1,1,36.00%,1,0,0,1,1,79.90%
1,1,30.00%,1,0,0,1,1,79.50%
0,1,19.00%,1,0,0,0,1,72.60%
1,1,34.00%,1,0,0,1,1,79.80%
0,1,29.00%,1,0,0,1,1,79.70%
1,0,27.00%,1,0,0,1,0,72.60%
1,1,36.00%,1,0,0,0,1,79.80%
1,1,28.00%,1,0,1,1,1,79.90%
1,1,29.00%,1,0,0,1,1,39.50%
1,1,31.60%,1,0,0,1,1,74.90%
1,1,36.50%,1,0,0,1,1,80.30%
1,1,32.10%,1,0,0,1,1,80.00%
0,1,44.20%,1,0,0,1,0,89.80%
1,1,24.00%,1,0,0,1,1,46.70%
0,1,32.00%,1,0,0,1,1,72.90%
1,1,38.00%,1,0,0,1,1,49.00%
0,1,40.00%,1,0,0,1,1,94.40%
1,1,25.00%,1,0,0,1,1,90.20%
1,1,28.00%,1,0,0,1,1,80.00%
1,1,35.00%,1,0,0,1,1,79.10%
1,1,21.00%,1,0,0,1,1,70.40%
1,1,31.00%,0,1,0,1,1,80.10%
0,0,37.80%,0,1,0,1,0,95.00%
0,1,38.40%,1,0,0,0,1,71.10%
1,1,26.00%,1,0,0,1,1,53.70%
0,1,27.00%,1,0,0,1,1,75.00%
0,1,33.00%,1,0,0,0,1,87.10%
1,1,39.60%,0,1,0,1,1,80.20%
1,1,34.00%,1,0,0,1,1,87.40%
1,0,22.10%,1,0,0,0,1,80.00%
1,1,30.00%,1,0,0,1,0,94.80%
1,1,24.50%,1,0,0,1,1,66.70%
1,1,32.20%,1,0,0,0,1,90.30%
1,1,38.00%,1,0,0,1,1,89.90%
1,1,31.70%,1,0,0,1,1,80.00%
0,1,30.00%,1,0,0,1,1,89.50%
1,1,28.00%,1,0,1,1,1,95.00%
1,0,27.00%,0,1,0,1,0,95.20%
1,1,29.00%,0,1,0,1,1,80.00%
1,1,32.00%,1,0,0,1,1,79.80%
1,1,21.70%,1,0,0,0,1,75.30%
1,1,33.20%,1,0,0,1,1,90.00%
1,1,36.00%,1,0,0,1,1,85.70%
1,1,29.00%,1,0,0,1,1,109.10%
0,1,32.00%,1,0,0,0,1,80.00%
1,1,36.00%,1,0,0,1,1,90.00%
1,1,35.00%,1,0,0,1,1,77.40%
0,1,38.70%,1,0,0,1,1,69.20%
0,1,31.00%,1,0,0,1,1,100.00%
0,1,36.00%,1,0,0,1,0,75.50%
1,1,30.00%,1,0,0,1,1,90.40%
0,1,36.00%,1,0,0,1,1,90.00%
1,1,36.80%,0,1,0,0,1,255.50%
0,1,10.60%,0,1,0,0,1,61.50%
1,1,38.00%,0,1,0,0,1,80.10%
1,1,21.90%,1,0,0,1,1,79.60%
0,1,45.00%,1,0,0,1,0,66.70%
1,1,19.00%,1,0,0,1,1,74.30%
1,1,32.70%,1,0,0,1,1,74.90%
1,1,32.10%,1,0,0,1,1,88.70%
0,1,21.90%,1,0,0,1,1,80.50%
1,1,38.00%,1,0,0,1,1,77.50%
1,1,31.00%,1,0,0,1,1,75.90%
1,1,37.00%,1,0,0,1,1,34.10%
1,1,36.00%,1,0,0,1,1,79.90%
1,1,34.00%,1,0,0,1,1,90.00%
0,1,33.00%,1,0,0,0,1,65.80%
1,1,23.00%,1,0,0,1,0,33.80%
1,1,37.30%,1,0,0,1,1,75.00%
1,1,34.00%,1,0,0,1,1,94.80%
1,0,33.40%,1,0,1,1,0,75.30%
0,1,39.00%,0,1,0,1,0,79.90%
1,1,27.00%,1,0,0,1,1,90.10%
0,1,16.00%,1,0,0,0,0,90.30%
0,1,36.80%,1,0,0,1,1,90.00%
1,1,42.70%,1,0,0,1,1,14.80%
1,1,29.00%,1,0,0,1,1,80.00%
1,1,34.00%,1,0,0,0,1,92.30%
1,1,27.00%,1,0,0,1,1,94.90%
1,1,40.00%,1,0,0,1,1,61.30%
0,1,28.30%,1,0,0,1,1,75.00%
1,1,7.00%,1,0,0,1,1,91.60%
0,1,32.40%,1,0,0,0,1,36.90%
0,1,35.00%,1,0,0,1,1,80.00%
1,1,28.00%,1,0,0,1,1,48.30%
0,1,40.00%,1,0,0,1,1,90.20%
1,1,41.00%,0,1,0,1,1,91.70%
0,1,43.00%,1,0,0,1,1,120.00%
0,1,32.30%,1,0,0,0,1,81.40%
1,1,32.00%,1,0,1,0,1,84.30%
1,1,37.00%,1,0,0,1,1,51.20%
1,1,25.00%,1,0,0,1,1,79.80%
1,1,28.00%,1,0,0,1,1,74.80%
1,1,33.00%,1,0,0,1,1,80.00%
1,1,22.00%,1,0,0,1,1,69.10%
1,1,45.00%,1,0,1,1,1,80.00%
1,1,37.00%,1,0,0,1,1,70.20%
1,1,32.00%,1,0,0,1,1,75.10%
1,1,17.00%,1,0,0,1,1,44.10%
1,1,20.10%,1,0,0,1,1,30.80%
1,1,35.20%,1,0,0,1,1,94.50%
1,0,42.00%,0,1,0,1,0,87.90%
0,1,36.00%,1,0,0,1,0,59.70%
0,1,25.00%,1,0,0,0,1,118.80%
0,1,32.60%,1,0,0,1,1,80.00%
0,1,35.00%,1,0,0,1,1,80.00%
1,1,36.00%,1,0,0,1,1,79.90%
1,1,36.00%,1,0,0,1,1,20.70%
1,1,21.60%,0,1,0,1,1,32.40%
0,1,31.00%,1,0,0,1,1,57.90%
1,1,33.00%,0,1,0,0,1,80.00%
1,1,33.00%,1,0,0,1,1,72.50%
1,1,47.00%,1,0,0,1,1,75.00%
1,1,26.30%,1,0,0,1,1,80.00%
1,1,25.00%,1,0,0,1,1,31.00%
1,1,34.00%,1,0,0,1,1,95.00%
0,1,36.00%,1,0,0,1,0,59.70%
0,1,39.00%,1,0,1,0,1,94.60%
1,1,23.10%,1,0,0,1,1,74.80%
0,1,30.10%,1,0,0,0,1,100.00%
1,1,22.00%,1,0,1,1,1,80.00%
0,1,23.00%,1,0,0,1,1,73.70%
1,1,39.00%,1,0,0,1,1,47.40%
0,1,24.00%,1,0,0,1,1,57.10%
1,1,31.00%,1,0,0,1,1,73.30%
1,0,32.00%,1,0,0,1,1,79.70%
1,1,33.00%,1,0,0,1,1,72.70%
1,1,31.00%,1,0,0,1,1,77.70%
0,1,31.00%,1,0,0,1,1,29.70%
1,1,35.00%,1,0,0,1,1,94.90%
1,1,31.90%,1,0,0,1,1,80.00%
0,1,42.00%,0,1,0,1,0,90.00%
0,1,42.00%,1,0,0,1,1,79.90%
0,1,36.00%,0,1,0,1,1,75.20%
1,1,26.60%,1,0,0,1,1,54.80%
0,1,32.00%,1,0,0,1,1,79.30%
1,1,35.00%,1,0,0,1,1,80.10%
1,1,36.00%,1,0,0,0,1,89.70%
1,1,34.00%,1,0,0,1,1,87.30%
1,1,33.00%,1,0,0,1,1,38.50%
1,1,31.20%,1,0,0,1,1,79.90%
1,1,22.00%,1,0,0,1,1,89.10%
0,0,31.80%,1,0,0,1,0,80.30%
1,1,33.00%,1,0,0,1,1,80.00%
0,1,33.00%,1,0,0,0,1,51.80%
0,1,27.00%,1,0,0,1,1,73.70%
0,1,31.20%,1,0,0,0,1,80.30%
0,1,33.40%,1,0,0,1,1,89.00%
0,0,30.40%,1,0,0,1,0,80.00%
1,1,31.00%,1,0,0,1,1,79.60%
0,1,7.00%,1,0,0,0,1,47.20%
0,1,36.00%,1,0,0,1,1,90.00%
0,1,50.00%,1,0,0,0,1,80.20%
1,1,39.00%,1,0,0,1,1,90.00%
1,1,31.00%,1,0,0,1,1,93.10%
1,1,27.00%,1,0,0,0,1,85.20%
1,1,43.00%,1,0,0,1,1,80.00%
0,1,31.00%,1,0,1,1,1,90.00%
1,1,31.30%,1,0,0,1,0,94.30%
1,1,43.00%,1,0,0,1,1,79.30%
1,1,34.00%,1,0,0,0,1,65.70%
1,1,39.90%,1,0,0,1,1,62.10%
0,0,47.90%,0,1,0,0,0,95.20%
1,1,29.90%,1,0,0,1,1,68.90%
1,1,26.00%,1,0,0,1,1,80.00%
0,1,32.50%,1,0,0,1,1,79.90%
0,0,53.70%,0,1,0,0,0,90.00%
0,1,27.00%,1,0,0,0,1,80.50%
0,1,38.00%,1,0,0,1,1,45.80%
0,1,34.00%,1,0,0,1,1,69.50%
1,1,27.00%,1,0,0,1,1,50.00%
1,1,43.00%,1,0,0,1,1,31.60%
0,1,35.00%,1,0,0,0,1,86.40%
0,1,35.00%,1,0,0,1,1,92.90%
1,1,31.90%,1,0,0,1,1,79.80%
1,1,36.00%,1,0,0,1,1,100.00%
1,1,34.00%,1,0,0,0,1,79.70%
